ticker,title,link,pubDate,sentiment,p_negative,p_neutral,p_positive
AAPL,Jeff Bezos Said He Would Have 'Felt Icky' Had He Taken Any More Shares Of Amazon: 'I Just Didn't Feel Good...'(Benzinga),https://finance.yahoo.com/news/jeff-bezos-said-felt-icky-003109360.html,08:31PM,positive,0.03598786145448685,0.3687865436077118,0.5952255725860596
AAPL,"Google shifts Pixel 10 to AI, TSMC Tensor still trails(DigiTimes)",https://www.digitimes.com/news/a20250825PD211/google-pixel-google-apple-hardware-production.html,06:38PM,positive,0.05501773953437805,0.026278696954250336,0.918703556060791
AAPL,Elon Musk's xAI sues Apple and OpenAI over AI competition(Quartz),https://finance.yahoo.com/m/7c76a0b4-aa1c-31a7-973c-3f20b827099a/elon-musk%27s-xai-sues-apple.html,04:41PM,neutral,0.022011427208781242,0.7311305403709412,0.24685798585414886
AAPL,Elon Musk's xAI sues Apple and OpenAI over App Store rankings(Quartz),https://qz.com/elon-musk-isues-apple-openai,04:41PM,neutral,0.024133427068591118,0.6654259562492371,0.3104405701160431
AAPL,"Stock Market Today: Dow Drops, Apple Firm Despite Musk Threat; Cathie Wood Loads Up On This Stock (Live Coverage)(Investor's Business Daily)",https://finance.yahoo.com/m/9e9c9200-2120-369f-8129-81868a8055b6/stock-market-today%3A-dow.html,04:31PM,negative,0.47364166378974915,0.18629425764083862,0.34006407856941223
AAPL,Elon Musk's X & xAI sue Apple & Open AI: What happens next?(Yahoo Finance Video),https://finance.yahoo.com/video/elon-musks-x-xai-sue-202147323.html,04:21PM,positive,0.026222310960292816,0.029204461723566055,0.9445732831954956
AAPL,Apple's Biggest iPhone Overhaul in a Decade Could Redefine the Stock's Next Growth Cycle(GuruFocus.com),https://finance.yahoo.com/news/apples-biggest-iphone-overhaul-decade-201401464.html,04:14PM,positive,0.12011793255805969,0.02016872726380825,0.8597133159637451
AAPL,"Wedbush's Dan Ives: 80% of Musk lawsuit against Apple, OpenAI is 'noise'(CNBC TV)",https://www.youtube.com/watch?v=nqm20xWoNV8,03:48PM,positive,0.026253683492541313,0.09574655443429947,0.8779997229576111
AAPL,"Musk's xAI sues Apple and OpenAI, escalating billionaire's tech feud(LA Times)",https://finance.yahoo.com/m/ab8f3ddf-1911-3363-aa98-4254f2a424eb/musk%27s-xai-sues-apple-and.html,03:45PM,neutral,0.025140490382909775,0.7285597920417786,0.24629975855350494
AAPL,Inside Elon Musk's suit against Apple and OpenAI: 'This is a tale of two monopolists'(Yahoo Finance),https://finance.yahoo.com/news/inside-elon-musks-suit-against-apple-and-openai-this-is-a-tale-of-two-monopolists-194043501.html,03:40PM,positive,0.03139176219701767,0.16644974052906036,0.802158534526825
AAPL,Boring Is Better. These 3 Stocks Prove It.(Barrons.com),https://www.barrons.com/articles/boring-stocks-ai-performance-f2b54f62?mod=bar_FV,03:13PM,positive,0.06954015791416168,0.028453459963202477,0.9020063877105713
AAPL,Why Apple Stock Could Sell Off After iPhone 17 Reveal(Investor's Business Daily),https://www.investors.com/news/technology/apple-stock-could-sell-off-on-iphone-17-reveal-analyst-says?mod=IBD_FV,03:12PM,positive,0.04471660032868385,0.14251354336738586,0.8127698302268982
AAPL,"Elon Musks xAI Sues Apple and OpenAI, Alleging They Are Monopolists(The Wall Street Journal)",https://finance.yahoo.com/m/005feddd-30a5-37f5-b148-c5c90b61f928/elon-musk%E2%80%99s-xai-sues-apple.html,02:51PM,positive,0.02668095752596855,0.4119298458099365,0.561389148235321
AAPL,Musk sues Apple and ChatGPT maker for conspiring against him(The Telegraph),https://finance.yahoo.com/m/7ed3637d-4bf6-3016-999b-7e45bdac9b00/musk-sues-apple-and-chatgpt.html,02:32PM,neutral,0.02986648865044117,0.5360604524612427,0.4340730905532837
AAPL,Alphabet Expands Pixel Portfolio: Is it the Next Revenue Pillar?(Zacks),/news/149174/alphabet-expands-pixel-portfolio-is-it-the-next-revenue-pillar,02:15PM,positive,0.12061652541160583,0.014187299646437168,0.865196168422699
AAPL,Elon Musk accuses Apple and OpenAI of stifling AI competition in antitrust lawsuit(Associated Press Finance),https://finance.yahoo.com/news/elon-musk-accuses-apple-openai-175849956.html,01:58PM,neutral,0.0285820160061121,0.5435934066772461,0.4278246760368347
AAPL,OpenAI says Musk's filing is 'consistent with his ongoing pattern of harassment(CNBC TV),https://www.youtube.com/watch?v=mlTjmSRgJNw,01:48PM,neutral,0.051461946219205856,0.48545515537261963,0.4630829095840454
AAPL,"Elon Musks xAI sues Apple and OpenAI, alleging anticompetitive collusion(TechCrunch)",https://finance.yahoo.com/news/elon-musk-xai-sues-apple-173038901.html,01:30PM,neutral,0.01866123452782631,0.8344863653182983,0.14685235917568207
AAPL,"Elon Musk Sues Apple, OpenAI(Bloomberg)",https://finance.yahoo.com/video/elon-musk-sues-apple-openai-172947253.html,01:29PM,positive,0.03571106493473053,0.06793248653411865,0.8963564038276672
AAPL,S&P 500 cuts losses as Nvidia climbs ahead of results(Investing.com),https://finance.yahoo.com/news/p-500-cuts-losses-nvidia-172706191.html,01:27PM,neutral,0.28859901428222656,0.4688805043697357,0.2425205111503601
AAPL,"Elon Musk sues Apple & OpenAI, Roblox rises, Alphabet's new high(Yahoo Finance Video)",https://finance.yahoo.com/video/elon-musk-sues-apple-openai-171244491.html,01:12PM,positive,0.16128818690776825,0.029409067705273628,0.809302806854248
AAPL,"Musk's X, xAI Sue Apple, OpenAI for Alleged 'Anticompetitive Scheme'(Investopedia)",https://finance.yahoo.com/m/bb5deb2e-9d2e-3e06-8fd1-36ed0aa6cd96/musk%27s-x%2C-xai-sue-apple%2C.html,01:09PM,positive,0.02116435021162033,0.34697186946868896,0.6318637728691101
AAPL,"Apple iPhone 17 Launch Could Trigger 'Sell The News' Reaction, Analyst Warns(Benzinga)",https://finance.yahoo.com/news/apple-iphone-17-launch-could-164046827.html,12:40PM,positive,0.037814922630786896,0.17885296046733856,0.783332109451294
AAPL,Musk Sues OpenAI and Apple Over AI Access in App Store(Barrons.com),https://www.barrons.com/articles/musk-sues-openai-apple-b2af6736?mod=bar_FV,12:32PM,neutral,0.01378639880567789,0.8468344211578369,0.13937918841838837
AAPL,"American Eagle downgraded, Puma soars, Musk sues Apple & OpenAI(Yahoo Finance Video)",https://finance.yahoo.com/video/american-eagle-downgraded-puma-soars-162526276.html,12:25PM,positive,0.04405687004327774,0.15100929141044617,0.8049337863922119
AAPL,"Musk's xAI sues Apple, OpenAI alleging antitrust violations(AFP)",https://finance.yahoo.com/news/musks-xai-sues-apple-openai-160219817.html,12:02PM,neutral,0.017253747209906578,0.9020503163337708,0.08069592714309692
AAPL,"Elon Musks xAI sues Apple and OpenAI over AI competition, App Store rankings(CNN Business)",https://finance.yahoo.com/m/1c6097fa-95e0-37c2-b150-82dc0ed3f6c2/elon-musk%E2%80%99s-xai-sues-apple.html,12:00PM,neutral,0.01966959610581398,0.595979630947113,0.38435080647468567
AAPL,Nasdaq Gets a Boost From the Mag 7(Barrons.com),https://finance.yahoo.com/m/06963d91-d4db-3dfe-8720-ba6963dcca53/nasdaq-gets-a-boost-from-the.html,11:58AM,negative,0.9143155813217163,0.02000953070819378,0.06567490845918655
AAPL,"Elon Musk's X and xAI sue Apple, OpenAI for allegedly violating antitrust law(CNBC TV)",https://www.youtube.com/watch?v=AYJJ9cHXTn0,11:48AM,neutral,0.022126086056232452,0.5985002517700195,0.3793736398220062
AAPL,"Elon Musk's xAI Sues Apple, OpenAI, Alleging 'Monopolists' Thwart AI Competition(The Wall Street Journal)",https://www.wsj.com/tech/ai/elon-musks-xai-sues-apple-openai-alleging-monopolists-thwart-ai-competition-683f21b4?mod=wsj_FV,11:38AM,neutral,0.02386680617928505,0.6643510460853577,0.3117820918560028
AAPL,Stock Market Today: Dow Fall Ahead Of Nvidia Earnings; Dr Pepper Flashes Sell Signals On $18 Billion Deal (Live Coverage)(Investor's Business Daily),https://finance.yahoo.com/m/9e9c9200-2120-369f-8129-81868a8055b6/stock-market-today%3A-dow-fall.html,10:53AM,neutral,0.014635976403951645,0.9063982367515564,0.07896581292152405
AAPL,Can SPOT Maintain Its Growth-Profit Balancing Act Amid Headwinds?(Zacks),/news/149000/can-spot-maintain-its-growth-profit-balancing-act-amid-headwinds,10:51AM,positive,0.2024925798177719,0.04551691934466362,0.7519904971122742
AAPL,BC-Most Active Stocks(Associated Press Finance),https://finance.yahoo.com/news/bc-most-active-stocks-143016639.html,10:30AM,positive,0.035167574882507324,0.03492125868797302,0.929911196231842
AAPL,"Supermicro, Lambda Expand AI Infrastructure With Nvidia Blackwell-Powered Servers(Benzinga)",https://finance.yahoo.com/news/supermicro-lambda-expand-ai-infrastructure-141925539.html,10:19AM,negative,0.5271824598312378,0.007938701659440994,0.4648788273334503
AAPL,Apple might opt for a curved glassed design for 20th anniversary iPhone(TechCrunch),https://finance.yahoo.com/news/apple-might-opt-curved-glassed-141839738.html,10:18AM,positive,0.07683303207159042,0.015402493998408318,0.9077644944190979
AAPL,"Stock Market Today: Dow Falls Ahead Of Nvidia Earnings, Inflation Data; Palantir Sells Off (Live Coverage)(Investor's Business Daily)",https://finance.yahoo.com/m/9e9c9200-2120-369f-8129-81868a8055b6/stock-market-today%3A-dow-falls.html,09:49AM,neutral,0.00842550490051508,0.962526261806488,0.029048198834061623
AAPL,"Apple Plans Foldable, Curved- Glass iPhones: Report. What It Means for the Stock.(Barrons.com)",https://www.barrons.com/articles/apple-stock-price-iphone-foldable-b4831df0?mod=bar_FV,08:52AM,positive,0.04546327888965607,0.018109530210494995,0.936427116394043
AAPL,What Is the Highest Apple Stock Has Ever Been?(Motley Fool),/news/148588/what-is-the-highest-apple-stock-has-ever-been,07:37AM,positive,0.04967682436108589,0.05341441184282303,0.8969087600708008
AAPL,Apple is blowing its chance for AI leadership - but what else would you expect?(MarketWatch),https://www.marketwatch.com/story/apple-is-blowing-its-chance-for-ai-leadership-but-what-else-would-you-expect-88bc1ed2?mod=mw_FV,07:35AM,positive,0.030502064153552055,0.09868569672107697,0.8708122968673706
AAPL,Tech Rally Shows Signs of Losing Steam(The Wall Street Journal),https://finance.yahoo.com/m/84960319-deb9-3029-9a5e-306a358e63ff/tech-rally-shows-signs-of.html,Aug-24-25 09:00PM,neutral,0.011623264290392399,0.9369276165962219,0.051449112594127655
AAPL,"Prediction: All ""Ten Titans"" Stocks Will Surpass $1 Trillion in Market Cap by 2030(Motley Fool)",/news/148269/prediction-all-ten-titans-stocks-will-surpass-1-trillion-in-market-cap-by-2030,07:12PM,positive,0.15651118755340576,0.01361621730029583,0.8298726081848145
AAPL,India roundup: iPhone production begins in India(DigiTimes),https://www.digitimes.com/news/a20250822VL207/iphone-production-apple-donald-trump-display.html,06:10PM,positive,0.11789415776729584,0.011690851300954819,0.8704149723052979
AAPL,"If you bought Bitcoin instead of every new iPhone, youd have $250M(TheStreet)",https://finance.yahoo.com/m/d8e911e8-aefc-3140-9d4c-4e63e679f161/if-you-bought-bitcoin-instead.html,06:00PM,positive,0.044650472700595856,0.020358597859740257,0.9349909424781799
AAPL,Netflixs KPop Demon Hunters is probably the biggest movie in theaters(TechCrunch),https://finance.yahoo.com/news/netflix-kpop-demon-hunters-probably-195929557.html,03:59PM,positive,0.11638982594013214,0.02492065168917179,0.8586894869804382
AAPL,"Is the Vanguard S&P 500 ETF the Simplest Way to Double Up on ""Ten Titans"" Growth Stocks?(Motley Fool)",/news/148260/is-the-vanguard-sp-500-etf-the-simplest-way-to-double-up-on-ten-titans-growth-stocks,02:32PM,positive,0.06567735970020294,0.027542321011424065,0.9067803025245667
AAPL,Prediction: These 2 Trillion-Dollar Artificial Intelligence (AI) Stocks Could Strike a Megadeal That Wall Street Isn't Ready For(Motley Fool),/news/148253/prediction-these-2-trillion-dollar-artificial-intelligence-ai-stocks-could-strike-a-megadeal-that-wall-street-isnt-ready-for,02:00PM,neutral,0.04796058312058449,0.6069411039352417,0.3450983464717865
AAPL,Chinese backer of UK tech takeover accused of military ties(The Telegraph),https://finance.yahoo.com/m/f5f10ce7-c902-38a7-9055-65ed51ceb705/chinese-backer-of-uk-tech.html,12:00PM,positive,0.03824049234390259,0.1702592819929123,0.7915002703666687
AAPL,"The ""Ten Titans"" Stocks Now Make Up 38% of the S&P 500. Here's What It Means for Your Investment Portfolio(Motley Fool)",/news/148238/the-ten-titans-stocks-now-make-up-38-of-the-sp-500-heres-what-it-means-for-your-investment-portfolio,11:00AM,positive,0.0334494523704052,0.024415623396635056,0.9421349167823792
AAPL,"iPhone 17, the thinnest iPhone ever, and everything else were expecting out of Apples hardware event(TechCrunch)",https://finance.yahoo.com/news/iphone-17-thinnest-iphone-ever-162205933.html,10:14AM,positive,0.05518173426389694,0.027004456147551537,0.917813777923584
AAPL,"Here's How Many Shares of Apple Stock You'd Need for $10,000 in Yearly Dividends(Motley Fool)",/news/148208/heres-how-many-shares-of-apple-stock-youd-need-for-10000-in-yearly-dividends,07:24AM,positive,0.02790418267250061,0.029881330206990242,0.9422144889831543
AAPL,Nvidia will deliver key earnings report this week(TheStreet),https://finance.yahoo.com/m/ab093c16-169f-3d86-b997-71db63d5740f/nvidia-will-deliver-key.html,06:58AM,positive,0.028812408447265625,0.05984822288155556,0.9113393425941467
AAPL,Why Is Warren Buffett Dumping Apple Stock Right Now?(Motley Fool),/news/148203/why-is-warren-buffett-dumping-apple-stock-right-now,06:50AM,positive,0.0299527607858181,0.21562375128269196,0.7544235587120056
AAPL,Best Stock to Buy Right Now: Apple vs. Microsoft(Motley Fool),/news/148192/best-stock-to-buy-right-now-apple-vs-microsoft,05:34AM,positive,0.05788028985261917,0.04001547023653984,0.9021042585372925
AAPL,"Its almost tragic: Bubble or not, the AI backlash is validating what one researcher and critic has been saying for years(Fortune)",https://finance.yahoo.com/news/almost-tragic-bubble-not-ai-080200484.html,04:02AM,positive,0.08068578690290451,0.04954218119382858,0.8697720766067505
AAPL,Warren Buffett's AI Bets: 22% of Berkshire Hathaway's $294 Billion Stock Portfolio Is Held in These 2 Artificial Intelligence Growth Stocks(Motley Fool),/news/148166/warren-buffetts-ai-bets-22-of-berkshire-hathaways-294-billion-stock-portfolio-is-held-in-these-2-artificial-intelligence-growth-stocks,03:45AM,positive,0.021097389981150627,0.02813556045293808,0.9507670402526855
AAPL,No Base iPhone in 2026 as Apple Bets Big on Foldable Launch(Insider Monkey),/news/148121/no-base-iphone-in-2026-as-apple-bets-big-on-foldable-launch,01:22AM,positive,0.1007457971572876,0.039284683763980865,0.8599694967269897
AAPL,3 Breakout Growth Stocks You Can Buy and Hold for the Next Decade(Motley Fool),/news/148091/3-breakout-growth-stocks-you-can-buy-and-hold-for-the-next-decade,Aug-23-25 04:32PM,positive,0.07821272313594818,0.01882864534854889,0.9029586911201477
AAPL,Apple claims an ex-employee stole Apple Watch trade secrets for Oppo(Engadget),https://finance.yahoo.com/m/556838cd-d587-311f-a818-7262fba1b0f1/apple-claims-an-ex-employee.html,02:26PM,positive,0.022673429921269417,0.39647093415260315,0.580855667591095
AAPL,Should You Buy Nvidia Stock Before August 27?(Barchart),https://finance.yahoo.com/m/64b238cf-6ec3-3d5c-b99d-872af4bbf4a4/should-you-buy-nvidia-stock.html,12:00PM,positive,0.035792768001556396,0.02920885570347309,0.9349983334541321
AAPL,Warren Buffett Is Selling Apple and Bank of America and Piling Into This Beaten Down Value Stock Instead(Motley Fool),/news/148058/warren-buffett-is-selling-apple-and-bank-of-america-and-piling-into-this-beaten-down-value-stock-instead,10:10AM,positive,0.031858980655670166,0.12412982434034348,0.8440111875534058
AAPL,This week in Trumponomics: POTUS is on an investment spree(Yahoo Finance),https://finance.yahoo.com/news/this-week-in-trumponomics-potus-is-on-an-investment-spree-140519231.html,10:05AM,positive,0.020359467715024948,0.3621971011161804,0.6174434423446655
AAPL,This week in Trumponomics: A government hedge fund?(Yahoo Finance),https://finance.yahoo.com/news/this-week-in-trumponomics-a-government-hedge-fund-140519070.html,10:05AM,positive,0.029394768178462982,0.03113776259124279,0.9394674301147461
AAPL,How Tech Is Tackling the New Age-Verification Rules(The Wall Street Journal),https://finance.yahoo.com/m/9253e4c4-bdc1-310c-b360-557fc6bb4bbc/how-tech-is-tackling-the-new.html,08:00AM,positive,0.04990314319729805,0.03176433965563774,0.918332576751709
AAPL,Foxconns Recall of More Chinese Staff Tests Apples India Push(Bloomberg),https://finance.yahoo.com/news/foxconn-recall-more-chinese-staff-100749024.html,06:07AM,positive,0.034050095826387405,0.3782190680503845,0.587730884552002
AAPL,"Did Trump save Intel? Not really, analysts say.(Reuters)",https://finance.yahoo.com/news/analysis-did-trump-save-intel-100531693.html,06:05AM,positive,0.06322254240512848,0.0671723261475563,0.8696051836013794
AAPL,Warren Buffett Is Selling Apple Stock Again. Should You Follow His Lead?(Motley Fool),/news/148024/warren-buffett-is-selling-apple-stock-again-should-you-follow-his-lead,05:30AM,positive,0.047966960817575455,0.050421468913555145,0.9016115069389343
AAPL,"Apple sues China's Oppo, ex-engineer over alleged theft of Watch trade secrets(South China Morning Post)",https://finance.yahoo.com/m/376c9019-eb37-340a-b98b-63f36e504479/apple-sues-china%27s-oppo%2C.html,05:30AM,neutral,0.024960314854979515,0.6505865454673767,0.324453204870224
AAPL,Is Apple Stock Your Ticket to Becoming a Millionaire?(Motley Fool),/news/147997/is-apple-stock-your-ticket-to-becoming-a-millionaire,03:48AM,positive,0.060993608087301254,0.026233378797769547,0.912773072719574
AAPL,Brace for a Second China Shock. Advanced Manufacturing Is at Risk.(Barrons.com),https://www.barrons.com/articles/china-manufacturing-trade-policy-73e988a4?mod=bar_FV,02:30AM,neutral,0.03330954536795616,0.6657558679580688,0.3009346127510071
AAPL,Apple (AAPL) off the Hook on Britain's iPhone 'Backdoor' Push(Insider Monkey),/news/147926/apple-aapl-off-the-hook-on-britains-iphone-backdoor-push,Aug-22-25 11:56PM,positive,0.03701496496796608,0.46215885877609253,0.5008261799812317
AAPL,Apple Explores Using Google Gemini AI to Power Siri(Bloomberg),https://finance.yahoo.com/video/apple-explores-using-google-gemini-221752330.html,06:17PM,positive,0.10555224865674973,0.011670585721731186,0.882777214050293
AAPL,Apple-Google Talks Heating Up Over Siri-Gemini IPhone Agreement?(Investor's Business Daily),https://www.investors.com/news/technology/google-stock-apple-stock-gemini-siri-iphone-agreement?mod=IBD_FV,04:44PM,positive,0.04258962720632553,0.13110752403736115,0.8263028264045715
AAPL,"Apple Looks at Using Gemini for AI, Report Says. Alphabet Stock Jumps.(Barrons.com)",https://finance.yahoo.com/m/049f094f-1caa-3011-af5e-c1620da24036/apple-looks-at-using-gemini.html,04:26PM,positive,0.05676824972033501,0.08584955334663391,0.8573822379112244
AAPL,Stock Market Today: Dow Leaps 800 Points As Powell Bolsters Rate-Cut Hopes; Nvidia Earnings Loom (Live Coverage)(Investor's Business Daily),https://finance.yahoo.com/m/6320a349-d1e8-348a-a817-0efff318f7e3/stock-market-today%3A-dow-leaps.html,04:22PM,negative,0.7525246739387512,0.02789260633289814,0.2195826768875122
AAPL,Apple gets ready for AI in the enterprise with new ChatGPT configuration options(TechCrunch),https://finance.yahoo.com/news/apple-gets-ready-ai-enterprise-200034895.html,04:00PM,positive,0.21988439559936523,0.00889325886964798,0.7712223529815674
AAPL,Apple May Use Google AI to Power Revamped Siri(Bloomberg),https://finance.yahoo.com/video/apple-may-google-ai-power-194816910.html,03:48PM,positive,0.09118016809225082,0.010326719842851162,0.8984930515289307
AAPL,"Ethereum, Gap, Apple: Trending tickers(Yahoo Finance Video)",https://finance.yahoo.com/video/ethereum-gap-apple-trending-tickers-193803093.html,03:38PM,positive,0.025780819356441498,0.046441975980997086,0.9277772307395935
AAPL,"Alphabet hits intraday record high on $10B Meta cloud deal, Apple Gemini talks(CNBC TV)",https://www.youtube.com/watch?v=jTQgWZDfJPw,03:35PM,positive,0.2972656786441803,0.018938958644866943,0.6837953925132751
AAPL,"Apple Looks at Using Gemini for AI, Report Says. Alphabet Stock Hits Record High.(Barrons.com)",https://www.barrons.com/articles/google-stock-price-apple-gemini-ai-b8113279?mod=bar_FV,03:16PM,positive,0.43718913197517395,0.022875584661960602,0.5399353504180908
AAPL,Why Alphabet Stock Popped Friday(Motley Fool),/news/147758/why-alphabet-stock-popped-friday,03:12PM,positive,0.07223264127969742,0.1800137758255005,0.7477536201477051
AAPL,Stock Market Today: Dow Soars 850 Points As Powell Raises Rate-Cut Hopes; Nvidia Earnings Loom (Live Coverage)(Investor's Business Daily),https://finance.yahoo.com/m/6320a349-d1e8-348a-a817-0efff318f7e3/stock-market-today%3A-dow-soars.html,02:38PM,positive,0.38169580698013306,0.04694945365190506,0.5713546872138977
AAPL,"Apple explores using Google Gemini AI to power revamped Siri, reports say(CNBC TV)",https://www.youtube.com/watch?v=tKxj_NkJxiE,02:35PM,positive,0.15969476103782654,0.010222121141850948,0.8300830721855164
AAPL,Hundreds Of Microsoft Employees Just Revealed Their Pay  From $111K To $340K  As Company Fights To Keep AI Talent From Meta(Benzinga),https://finance.yahoo.com/news/hundreds-microsoft-employees-just-revealed-183103012.html,02:31PM,positive,0.051151491701602936,0.4590778946876526,0.4897706210613251
AAPL,"Apple Looks at Using Gemini for AI, Report Says. Alphabet Stock Is Higher.(Barrons.com)",https://www.barrons.com/articles/apple-gemini-ai-siri-b8113279?mod=bar_FV,02:20PM,negative,0.7082235813140869,0.028805384412407875,0.26297101378440857
AAPL,"Apple is in talks to use Googles Gemini for Siri revamp, report says(TechCrunch)",https://finance.yahoo.com/news/apple-talks-google-gemini-siri-181508113.html,02:15PM,positive,0.1349690556526184,0.009844950400292873,0.8551859855651855
AAPL,Apple reportedly wants Googles Gemini to power new Siri(Investing.com),https://finance.yahoo.com/news/apple-reportedly-wants-google-gemini-175419728.html,01:54PM,positive,0.06372080743312836,0.011314150877296925,0.9249650835990906
AAPL,"Apple in talks to use Google's Gemini AI to power revamped Siri, Bloomberg News reports(Reuters)",https://finance.yahoo.com/news/apple-talks-googles-gemini-ai-172230223.html,01:22PM,positive,0.15402525663375854,0.012714955024421215,0.8332598209381104
AAPL,Apple's latest security update directly hits crypto users(TheStreet),https://finance.yahoo.com/m/c701439f-c4e5-356c-baf2-dfe9b66752ed/apple%27s-latest-security.html,01:19PM,positive,0.02362862601876259,0.1628127247095108,0.8135586380958557
AAPL,Apple Explores Using Google Gemini AI to Power Revamped Siri(Bloomberg),https://finance.yahoo.com/news/apple-explores-using-google-gemini-171830169.html,01:18PM,positive,0.11807164549827576,0.010348299518227577,0.8715800642967224
AAPL,Dell Technologies vs. Apple: Which PC Maker Stock is a Better Buy?(Zacks),/news/147656/dell-technologies-vs-apple-which-pc-maker-stock-is-a-better-buy,01:17PM,positive,0.06239277124404907,0.02412150800228119,0.9134857058525085
AMZN,Is Amazon's Golden Goose Turning Into a Red Flag?(Motley Fool),/news/149431/is-amazons-golden-goose-turning-into-a-red-flag,Today 05:35AM,positive,0.05186579376459122,0.2675531208515167,0.6805810332298279
AMZN,3 Things Investors Should Know About the New Deal Between Amazon and Hertz(Motley Fool),/news/149422/3-things-investors-should-know-about-the-new-deal-between-amazon-and-hertz,04:55AM,positive,0.05264784395694733,0.020229695364832878,0.9271224737167358
AMZN,Trump threatens tariffs on nations imposing digital taxes on US tech(Euronews),https://finance.yahoo.com/m/845ca7f9-3686-347f-926c-9812cd72bb9c/trump-threatens-tariffs-on.html,04:46AM,positive,0.03303049877285957,0.20100164413452148,0.765967845916748
AMZN,"This Beaten-Down Growth Stock Could Soar 32%, According to Wall Street(Motley Fool)",/news/149413/this-beaten-down-growth-stock-could-soar-32-according-to-wall-street,04:23AM,positive,0.18659529089927673,0.3000965714454651,0.5133081674575806
AMZN,Amazon (AMZN) Plans Big Growth for Same-Day Delivery Orders(Insider Monkey),/news/149343/amazon-amzn-plans-big-growth-for-same-day-delivery-orders,Aug-25-25 11:55PM,negative,0.9081377387046814,0.008733874186873436,0.0831284448504448
AMZN,"Trump Vows Export Curbs, Tariffs in Digital Tax Reprisal(Bloomberg)",https://finance.yahoo.com/news/trump-vows-export-curbs-tariffs-011915764.html,09:19PM,positive,0.07971595227718353,0.05419188737869263,0.8660921454429626
AMZN,Jeff Bezos Said He Would Have 'Felt Icky' Had He Taken Any More Shares Of Amazon: 'I Just Didn't Feel Good...'(Benzinga),https://finance.yahoo.com/news/jeff-bezos-said-felt-icky-003109360.html,08:31PM,positive,0.03598786145448685,0.3687865436077118,0.5952255725860596
AMZN,A $10 Billion Reason to Buy This Quantum Computing Stock Now(Barchart),https://finance.yahoo.com/m/dac8d5c4-e0da-32ea-86ca-7f62d4bbbeba/a-%2410-billion-reason-to-buy.html,03:42PM,positive,0.11589282006025314,0.010408229194581509,0.8736989498138428
AMZN,Boring Is Better. These 3 Stocks Prove It.(Barrons.com),https://www.barrons.com/articles/boring-stocks-ai-performance-f2b54f62?mod=bar_FV,03:13PM,positive,0.06954015791416168,0.028453459963202477,0.9020063877105713
AMZN,Amazon Rebounds From Post-Q2 Selloff. Is Amazon Stock A Buy?(Investor's Business Daily),https://www.investors.com/news/technology/amazon-stock-a-buy-sell-august-2025?mod=IBD_FV,03:12PM,positive,0.144693061709404,0.1595665067434311,0.6957404613494873
